learner_id,career_goal,current_skill_level,prior_experience_months,completed_modules_count,avg_quiz_score,avg_coding_challenge_score,time_spent_hours_per_week,preferred_learning_pace,score_python,score_statistics,score_ml_algorithms,score_deep_learning,score_sql,score_data_visualization,dropout_risk,next_best_module
LRN00177,Data Scientist,Advanced,35.0,31.0,58.1,60.3,9.1,Moderate,100.0,72.5,72.6,81.7,63.6,74.2,0,SQL for Analysts
LRN00178,MLOps Engineer,Beginner,2.6,4.0,33.2,38.6,10.7,Moderate,58.8,42.7,22.6,0.4,66.1,57.8,1,ML Algorithms Intro
LRN00179,MLOps Engineer,Beginner,3.5,3.0,38.3,44.2,8.4,Moderate,57.7,0.0,49.0,45.8,42.2,24.0,1,Statistics for DS
LRN00180,ML Engineer,Intermediate,7.8,13.0,58.9,57.6,9.3,Moderate,77.8,56.3,75.1,45.9,63.3,53.4,0,Deep Learning Basics
LRN00181,MLOps Engineer,Advanced,48.8,27.0,76.6,76.6,4.1,Slow,97.0,69.6,62.1,70.8,48.7,67.5,0,SQL for Analysts
LRN00182,MLOps Engineer,Beginner,1.0,3.0,20.3,31.5,6.9,Moderate,51.1,47.5,25.9,34.1,47.9,0.0,1,ML Algorithms Intro
LRN00183,Data Scientist,Intermediate,17.4,14.0,55.6,62.1,16.2,Fast,64.0,48.9,81.2,38.7,65.6,56.1,0,Statistics for DS
LRN00184,Data Scientist,Beginner,1.2,4.0,52.5,55.7,11.2,Moderate,72.1,52.0,44.4,46.3,16.5,68.1,1,ML Algorithms Intro
LRN00185,ML Engineer,Beginner,1.3,3.0,24.6,34.8,7.1,Slow,64.6,54.8,57.8,32.9,28.7,6.8,1,Deep Learning Basics
LRN00186,ML Engineer,Beginner,5.5,2.0,39.7,46.5,11.4,Moderate,67.6,20.3,55.0,39.7,20.5,8.6,1,Statistics for DS
LRN00187,Data Scientist,Intermediate,18.5,11.0,69.4,60.8,7.0,Moderate,69.8,72.6,77.2,40.4,74.6,49.6,0,Statistics for DS
LRN00188,Data Analyst,Advanced,46.4,33.0,68.3,67.3,10.9,Moderate,64.2,78.2,70.4,73.8,57.9,85.6,0,SQL for Analysts
LRN00189,ML Engineer,Beginner,0.0,1.0,50.1,56.9,10.4,Moderate,37.8,67.1,63.4,61.7,31.0,69.3,1,Python Foundations
LRN00190,Data Scientist,Beginner,2.1,1.0,22.2,38.0,6.9,Moderate,69.0,50.4,27.6,0.0,49.5,50.9,1,ML Algorithms Intro
LRN00191,MLOps Engineer,Beginner,3.7,4.0,58.3,52.7,14.6,Fast,69.6,30.8,54.1,21.8,56.0,6.2,1,Deep Learning Basics
LRN00192,Data Analyst,Beginner,3.3,5.0,50.5,46.5,6.0,Slow,37.4,46.7,31.4,0.0,48.2,51.3,1,SQL for Analysts
LRN00193,Data Analyst,Intermediate,0.0,6.0,65.8,61.6,8.1,Slow,60.8,41.8,43.4,25.4,82.4,78.5,1,Statistics for DS
LRN00194,ML Engineer,Intermediate,19.9,12.0,81.9,81.6,3.6,Moderate,84.1,61.6,87.2,54.8,79.1,45.0,0,Deep Learning Basics
LRN00195,Data Analyst,Intermediate,21.3,10.0,60.1,61.1,8.9,Slow,51.1,49.5,81.3,23.0,75.6,53.4,0,Statistics for DS
LRN00196,Data Analyst,Beginner,4.9,3.0,35.7,39.5,12.5,Moderate,36.8,41.3,19.4,25.4,30.8,53.8,1,SQL for Analysts
LRN00197,ML Engineer,Intermediate,12.1,13.0,85.6,71.4,16.6,Moderate,73.7,60.0,76.7,59.7,74.1,34.8,0,Deep Learning Basics
LRN00198,MLOps Engineer,Beginner,0.0,1.0,72.6,65.7,3.3,Slow,50.2,53.3,37.2,22.9,52.4,53.9,1,Python Foundations
LRN00199,Data Analyst,Beginner,1.5,2.0,34.6,38.8,10.2,Moderate,49.1,45.2,28.3,0.0,58.8,53.4,1,Statistics for DS
LRN00200,Data Scientist,Advanced,19.0,22.0,78.3,77.0,14.1,Fast,82.2,78.3,60.3,71.2,41.1,53.4,0,ML Algorithms Intro
LRN00201,ML Engineer,Intermediate,24.6,11.0,80.7,79.0,8.5,Moderate,73.7,83.4,64.5,41.9,65.1,40.7,0,Deep Learning Basics
LRN00202,MLOps Engineer,Advanced,0.0,14.0,78.8,68.4,4.6,Moderate,100.0,62.7,87.9,71.0,64.2,51.9,0,SQL for Analysts
LRN00203,Data Scientist,Advanced,32.6,33.0,88.9,83.6,3.8,Moderate,85.8,82.2,95.4,86.4,60.5,81.1,0,SQL for Analysts
LRN00204,Data Analyst,Intermediate,30.8,10.0,76.7,74.6,11.0,Slow,78.2,70.9,39.9,6.7,70.5,54.5,0,Statistics for DS
LRN00205,Data Analyst,Advanced,42.2,21.0,71.6,62.8,4.2,Slow,60.0,77.4,61.6,60.4,74.1,86.6,0,Python Foundations
LRN00206,Data Analyst,Intermediate,26.1,13.0,71.3,67.5,9.6,Moderate,62.7,43.3,65.8,26.7,60.3,60.2,0,Statistics for DS
LRN00207,Data Analyst,Beginner,0.5,3.0,60.1,51.0,8.9,Moderate,34.6,59.5,23.7,59.4,61.9,41.0,1,Statistics for DS
LRN00208,ML Engineer,Beginner,0.6,4.0,26.7,60.3,6.5,Moderate,65.3,39.8,48.4,26.8,46.8,30.8,1,Deep Learning Basics
LRN00209,Data Analyst,Beginner,5.2,2.0,30.2,31.4,3.1,Slow,36.8,42.6,1.0,0.0,39.8,52.1,1,SQL for Analysts
LRN00210,Data Scientist,Beginner,3.2,1.0,35.2,43.2,16.3,Fast,49.2,38.9,35.5,47.0,28.8,37.8,1,Statistics for DS
LRN00211,ML Engineer,Beginner,3.2,3.0,58.9,62.1,3.4,Slow,67.2,35.9,28.2,45.9,37.7,33.0,1,ML Algorithms Intro
LRN00212,ML Engineer,Intermediate,7.9,12.0,79.4,80.7,6.7,Moderate,56.3,75.5,61.1,64.9,63.1,49.2,0,Python Foundations
LRN00213,Data Analyst,Intermediate,18.9,6.0,76.2,68.3,10.4,Moderate,65.3,80.5,38.3,17.4,81.0,62.2,0,Statistics for DS
LRN00214,ML Engineer,Intermediate,7.7,5.0,71.6,65.7,9.6,Moderate,61.6,72.8,71.0,66.2,46.6,53.3,0,Python Foundations
LRN00215,ML Engineer,Beginner,4.8,48.5,51.2,52.9,5.2,Slow,57.2,48.2,37.8,49.8,65.5,64.6,1,ML Algorithms Intro
LRN00216,ML Engineer,Intermediate,42.6,8.0,69.2,67.8,6.1,Slow,86.9,60.0,76.2,67.6,63.5,53.3,0,Deep Learning Basics
LRN00217,Data Analyst,Beginner,3.7,1.0,51.1,54.2,8.5,Moderate,44.9,37.5,13.7,9.5,22.5,64.6,1,SQL for Analysts
LRN00218,Data Analyst,Beginner,2.0,4.0,52.1,57.2,8.5,Moderate,68.8,42.1,20.7,24.1,50.5,42.5,1,Statistics for DS
LRN00219,MLOps Engineer,Beginner,0.0,2.0,23.9,29.7,8.4,Slow,65.3,51.4,31.1,35.0,60.7,52.5,1,ML Algorithms Intro
LRN00220,Data Scientist,Beginner,0.5,4.0,33.1,43.0,6.2,Moderate,52.7,37.6,40.6,55.9,44.3,66.2,1,Statistics for DS
LRN00221,Data Scientist,Beginner,10.4,3.0,29.6,35.4,3.4,Moderate,60.4,65.9,58.9,39.9,42.0,35.6,1,ML Algorithms Intro
LRN00222,Data Scientist,Advanced,20.4,28.0,96.6,85.0,5.7,Slow,89.6,78.0,96.6,71.3,76.9,65.6,0,Statistics for DS
LRN00223,ML Engineer,Intermediate,14.7,11.0,89.8,60.3,9.2,Moderate,66.3,65.5,70.1,50.1,61.8,49.8,0,Deep Learning Basics
LRN00224,MLOps Engineer,Intermediate,23.9,0.0,32.5,34.5,0.8,Slow,50.3,63.3,49.8,41.3,82.2,56.3,1,Python Foundations
LRN00225,Data Scientist,Beginner,5.2,2.0,68.5,64.7,11.7,Moderate,58.4,48.1,40.2,29.5,19.4,47.0,1,SQL for Analysts
LRN00226,MLOps Engineer,Advanced,37.8,24.0,81.3,69.2,3.6,Slow,86.0,70.1,57.5,47.0,69.8,70.4,0,ML Algorithms Intro
LRN00227,Data Analyst,Intermediate,14.4,14.0,80.2,74.8,5.2,Moderate,90.6,57.8,47.3,24.4,89.1,51.5,0,Statistics for DS
LRN00228,ML Engineer,Beginner,3.1,1.0,52.6,59.5,14.8,Moderate,78.2,60.0,46.8,37.7,44.2,65.0,1,Deep Learning Basics
LRN00229,ML Engineer,Intermediate,12.4,12.0,86.6,79.4,4.2,Moderate,65.3,50.5,67.2,58.0,84.1,48.6,0,ML Algorithms Intro
LRN00230,Data Analyst,Intermediate,10.4,7.0,68.1,65.1,8.7,Moderate,54.3,60.6,45.1,40.5,100.0,57.7,1,Statistics for DS
LRN00231,Data Analyst,Intermediate,21.7,13.0,44.5,55.1,10.3,Fast,45.2,66.5,41.1,8.3,61.9,74.6,0,SQL for Analysts
LRN00232,Data Scientist,Beginner,3.3,3.0,43.4,49.9,9.8,Moderate,56.5,60.6,55.2,12.1,12.4,61.0,1,SQL for Analysts
LRN00233,MLOps Engineer,Intermediate,37.2,16.0,72.7,72.6,14.1,Fast,70.9,67.4,75.9,35.5,62.2,53.4,0,Deep Learning Basics
LRN00234,ML Engineer,Beginner,3.7,4.0,41.8,50.5,6.5,Slow,74.8,58.7,37.3,37.3,61.9,56.9,1,ML Algorithms Intro
LRN00235,MLOps Engineer,Beginner,4.7,4.0,54.9,43.5,8.9,Moderate,44.8,36.1,34.7,14.0,62.5,32.2,1,Deep Learning Basics
LRN00236,ML Engineer,Beginner,1.4,4.0,44.0,48.5,8.1,Slow,50.9,41.5,46.0,35.6,64.5,23.9,1,Deep Learning Basics
LRN00237,Data Scientist,Advanced,53.0,21.0,71.1,62.9,7.7,Moderate,65.3,84.0,100.0,58.2,77.3,58.1,0,Python Foundations
LRN00238,ML Engineer,Beginner,1.9,6.0,28.7,34.4,4.2,Moderate,57.8,30.1,58.9,38.4,49.9,9.6,1,Deep Learning Basics
LRN00239,Data Analyst,Beginner,3.6,2.0,39.1,52.0,16.7,Fast,33.7,60.0,19.5,0.0,43.8,45.8,1,Statistics for DS
LRN00240,Data Analyst,Beginner,4.0,2.0,48.1,50.0,8.2,Moderate,30.8,38.3,39.5,25.7,24.7,36.0,1,SQL for Analysts
LRN00241,ML Engineer,Advanced,43.0,34.0,50.6,61.9,3.5,Moderate,81.3,90.4,82.7,89.3,69.0,57.2,0,Python Foundations
LRN00242,ML Engineer,Intermediate,39.7,16.0,53.3,49.0,9.2,Slow,67.1,66.9,87.3,62.5,51.3,45.0,1,Deep Learning Basics
LRN00243,Data Analyst,Advanced,72.0,30.0,50.0,48.1,1.8,Slow,65.3,65.3,73.2,57.6,88.8,79.5,0,Python Foundations
LRN00244,Data Scientist,Beginner,4.8,4.0,35.7,46.4,20.7,Fast,39.7,68.5,37.6,0.0,11.8,32.9,1,SQL for Analysts
LRN00245,ML Engineer,Beginner,4.1,0.0,63.0,60.6,6.1,Slow,84.0,66.1,46.6,32.9,28.9,50.5,1,Deep Learning Basics
LRN00246,MLOps Engineer,Intermediate,10.4,20.0,47.2,52.4,3.0,Slow,58.7,71.4,68.8,41.7,67.0,60.1,1,Python Foundations
LRN00247,ML Engineer,Beginner,0.8,3.0,55.5,56.3,17.4,Fast,38.6,31.8,48.1,47.9,52.9,47.8,0,Python Foundations
LRN00248,Data Scientist,Advanced,70.8,37.0,100.0,87.4,9.9,Fast,100.0,75.3,97.9,80.3,79.4,100.0,0,Feature Engineering
LRN00249,Data Scientist,Advanced,21.2,5.0,60.1,86.6,7.3,Moderate,100.0,100.0,81.7,75.8,97.3,100.0,0,Deep Learning Basics
LRN00250,Data Scientist,Intermediate,12.9,13.0,67.0,65.7,10.2,Moderate,59.4,86.1,54.2,62.2,84.2,66.2,1,ML Algorithms Intro
LRN00251,ML Engineer,Advanced,53.8,19.0,92.9,85.9,16.5,Fast,87.6,83.4,92.5,66.6,70.6,58.4,0,Deep Learning Basics
LRN00252,MLOps Engineer,Intermediate,29.1,15.0,44.5,56.4,2.4,Slow,76.4,64.5,55.0,53.8,85.9,48.9,1,ML Algorithms Intro
LRN00253,Data Scientist,Beginner,1.3,3.0,21.4,32.1,8.9,Moderate,69.7,65.0,57.5,44.5,72.5,73.7,1,ML Algorithms Intro
LRN00254,Data Analyst,Intermediate,13.4,14.0,60.1,62.0,10.0,Moderate,58.0,60.8,58.0,29.8,78.4,51.6,0,Statistics for DS
LRN00255,Data Analyst,Beginner,3.1,2.0,51.0,51.3,16.0,Moderate,38.7,43.2,7.0,0.0,54.1,62.7,1,SQL for Analysts
LRN00256,ML Engineer,Advanced,38.1,24.0,96.4,92.1,18.6,Fast,97.3,85.3,83.7,96.4,81.4,68.0,0,Advanced ML Projects
LRN00257,ML Engineer,Beginner,4.3,3.0,36.5,46.7,10.0,Moderate,58.0,28.4,58.9,55.9,37.1,36.5,1,Statistics for DS
LRN00258,Data Analyst,Beginner,8.2,4.0,47.9,43.0,5.5,Slow,47.0,49.0,36.3,2.6,50.7,43.1,1,Statistics for DS
LRN00259,Data Analyst,Intermediate,21.8,17.0,67.4,56.4,14.1,Moderate,59.0,42.8,72.1,29.5,86.1,51.2,1,Statistics for DS
LRN00260,ML Engineer,Beginner,10.4,3.0,43.0,44.4,6.5,Slow,37.8,27.6,45.1,61.9,47.7,23.9,1,Python Foundations
LRN00261,Data Analyst,Beginner,1.1,1.0,43.9,49.8,21.2,Fast,41.2,39.8,31.6,20.0,48.1,72.0,1,SQL for Analysts
LRN00262,ML Engineer,Intermediate,15.1,13.0,52.2,54.4,2.0,Slow,63.8,70.2,67.2,54.5,47.4,47.6,1,Deep Learning Basics
LRN00263,Data Scientist,Beginner,1.6,6.0,49.2,54.8,0.5,Slow,60.4,52.0,38.2,37.1,36.0,62.3,1,ML Algorithms Intro
LRN00264,Data Analyst,Intermediate,22.2,20.0,67.9,64.7,9.2,Moderate,66.4,49.4,51.4,48.6,65.4,56.5,0,Statistics for DS
LRN00265,MLOps Engineer,Beginner,3.7,0.0,60.1,51.2,8.3,Moderate,59.2,48.8,31.4,45.1,58.2,16.8,1,ML Algorithms Intro
LRN00266,Data Analyst,Beginner,2.3,3.0,55.0,60.0,20.4,Fast,60.2,21.2,29.1,28.8,44.1,57.6,0,Statistics for DS
LRN00267,Data Scientist,Beginner,6.0,4.0,60.4,60.6,0.6,Slow,44.1,44.3,42.1,38.3,49.8,43.0,1,Python Foundations
LRN00268,Data Analyst,Intermediate,11.4,11.0,75.2,60.3,15.8,Fast,69.0,77.5,58.9,45.7,78.2,66.6,0,Statistics for DS
LRN00269,Data Analyst,Advanced,39.5,20.0,64.4,55.7,5.2,Slow,81.6,73.9,93.7,46.1,81.3,80.7,0,SQL for Analysts
LRN00270,Data Analyst,Beginner,4.0,3.0,46.5,50.2,4.3,Slow,65.3,41.8,23.3,48.9,74.8,66.6,1,Statistics for DS
LRN00271,Data Analyst,Advanced,60.7,31.0,66.3,65.0,8.5,Moderate,79.2,84.6,58.9,44.6,89.6,77.3,0,ML Algorithms Intro
LRN00272,Data Analyst,Intermediate,29.5,6.0,66.4,67.2,5.1,Slow,67.2,38.9,68.9,36.3,53.6,63.6,0,Statistics for DS
LRN00273,Data Analyst,Intermediate,21.9,18.0,51.4,46.3,12.2,Moderate,65.3,66.5,40.6,13.3,55.0,53.1,0,SQL for Analysts
LRN00274,ML Engineer,Intermediate,27.5,12.0,84.2,75.8,8.6,Slow,95.7,100.0,79.2,54.3,59.9,77.8,0,Deep Learning Basics
LRN00275,ML Engineer,Intermediate,12.0,8.0,76.7,73.5,4.1,Slow,81.8,61.2,62.4,41.1,67.0,44.0,0,Deep Learning Basics
LRN00276,Data Scientist,Advanced,61.3,36.0,97.3,88.3,6.6,Moderate,85.2,86.1,90.3,70.4,95.6,72.2,0,Deep Learning Basics
LRN00277,Data Scientist,Intermediate,26.1,48.5,80.8,79.9,8.6,Slow,68.1,75.0,48.1,46.7,66.1,72.2,1,ML Algorithms Intro
LRN00278,Data Scientist,Intermediate,31.6,9.0,60.9,64.1,5.8,Moderate,48.6,81.9,58.0,37.4,95.9,87.1,1,Python Foundations
LRN00279,MLOps Engineer,Beginner,0.5,2.0,38.6,44.7,14.4,Moderate,66.5,43.3,58.9,37.0,41.1,43.1,1,SQL for Analysts
LRN00280,MLOps Engineer,Beginner,1.6,6.0,60.1,70.8,8.0,Slow,57.2,1.0,67.3,45.8,36.1,30.1,1,Statistics for DS
LRN00281,Data Analyst,Intermediate,25.4,9.0,62.5,60.8,20.5,Fast,79.5,64.7,47.4,7.8,63.5,58.5,0,Statistics for DS
LRN00282,Data Analyst,Beginner,0.0,0.0,24.7,36.0,9.2,Moderate,23.4,73.5,27.0,0.0,48.9,39.6,1,SQL for Analysts
LRN00283,Data Analyst,Beginner,3.7,2.0,60.1,63.6,2.7,Moderate,54.2,56.0,22.9,22.1,64.8,45.2,1,Statistics for DS
LRN00284,Data Analyst,Beginner,4.6,4.0,47.2,50.8,0.9,Slow,56.9,19.9,55.1,15.4,25.7,50.1,1,SQL for Analysts
LRN00285,ML Engineer,Beginner,2.1,4.0,67.6,66.9,16.9,Fast,39.0,55.7,21.9,50.4,36.9,40.3,0,ML Algorithms Intro
LRN00286,Data Scientist,Intermediate,14.1,23.0,68.6,70.3,7.0,Moderate,71.9,52.4,69.8,60.1,83.4,51.1,0,Statistics for DS
LRN00287,Data Analyst,Intermediate,8.3,19.0,64.7,66.5,9.2,Moderate,61.4,78.8,50.5,16.4,64.4,84.1,0,SQL for Analysts
LRN00288,Data Scientist,Intermediate,13.3,13.0,87.9,85.1,17.8,Fast,78.5,50.4,32.7,29.1,82.5,50.1,0,ML Algorithms Intro
LRN00289,Data Scientist,Beginner,2.3,2.0,21.9,43.8,8.5,Moderate,50.5,53.8,32.4,21.4,76.4,29.4,1,ML Algorithms Intro
LRN00290,Data Analyst,Intermediate,11.9,20.0,56.2,60.5,12.3,Fast,58.6,53.9,81.5,37.7,70.4,85.0,0,Statistics for DS
LRN00291,ML Engineer,Beginner,1.9,3.0,31.7,38.1,11.7,Moderate,51.9,33.8,41.4,71.1,56.7,31.3,1,ML Algorithms Intro
LRN00292,Data Analyst,Intermediate,15.6,9.0,32.1,42.8,17.5,Fast,68.2,83.1,60.8,4.2,100.0,61.0,0,Statistics for DS
LRN00293,MLOps Engineer,Intermediate,15.5,10.0,78.1,74.8,15.3,Moderate,87.7,51.6,78.1,30.9,69.0,53.4,0,Deep Learning Basics
LRN00294,Data Analyst,Intermediate,34.9,6.0,56.6,60.4,18.1,Fast,37.0,49.4,54.1,15.0,73.4,76.3,0,Python Foundations
LRN00295,ML Engineer,Intermediate,10.4,10.0,78.6,79.7,4.3,Slow,66.7,44.9,68.6,74.2,80.6,49.4,1,Python Foundations
LRN00296,MLOps Engineer,Advanced,49.2,23.0,85.8,70.5,20.0,Fast,91.5,56.8,62.4,67.0,96.3,95.1,0,ML Algorithms Intro
LRN00297,MLOps Engineer,Intermediate,12.8,16.0,74.1,76.7,16.5,Fast,78.3,43.7,50.8,48.5,67.4,50.4,0,ML Algorithms Intro
LRN00298,ML Engineer,Intermediate,12.7,10.0,58.2,67.1,13.0,Moderate,67.7,70.8,79.1,39.1,57.9,68.5,0,Deep Learning Basics
LRN00299,ML Engineer,Intermediate,2.7,6.0,53.5,58.0,3.4,Moderate,49.2,71.4,59.4,60.0,80.4,53.4,1,Python Foundations
LRN00300,ML Engineer,Beginner,0.6,1.0,46.3,53.1,17.4,Fast,60.7,39.9,60.9,60.7,33.4,46.5,1,Statistics for DS
LRN00301,ML Engineer,Advanced,16.7,27.0,93.8,82.6,2.8,Moderate,100.0,98.8,84.2,76.4,80.4,80.1,0,Feature Engineering
LRN00302,Data Analyst,Beginner,3.3,3.0,44.2,49.0,6.4,Moderate,32.8,30.1,68.8,2.7,60.4,38.6,1,Statistics for DS
LRN00303,Data Scientist,Beginner,4.6,2.0,60.1,45.3,12.5,Moderate,71.1,47.9,42.6,0.0,73.0,45.7,1,Deep Learning Basics
LRN00304,Data Scientist,Advanced,4.5,20.0,62.0,64.3,6.7,Slow,87.2,68.7,100.0,64.3,65.0,88.0,0,Statistics for DS
LRN00305,MLOps Engineer,Intermediate,13.1,14.0,60.1,68.9,3.0,Moderate,87.2,67.5,65.8,47.3,52.9,70.7,1,SQL for Analysts
LRN00306,Data Scientist,Beginner,0.9,5.0,36.7,60.3,6.1,Slow,45.9,76.0,70.8,13.2,56.3,62.5,1,Python Foundations
LRN00307,Data Scientist,Beginner,2.6,2.0,43.9,52.8,10.8,Moderate,54.4,25.9,24.7,38.7,34.9,36.8,1,Statistics for DS
LRN00308,ML Engineer,Beginner,10.4,3.0,41.4,50.5,13.8,Fast,75.1,39.2,46.9,54.5,46.2,57.5,1,ML Algorithms Intro
LRN00309,Data Scientist,Intermediate,14.0,17.0,58.3,54.2,6.5,Moderate,74.4,80.1,61.8,44.6,83.4,47.9,1,ML Algorithms Intro
LRN00310,Data Analyst,Beginner,2.9,2.0,49.4,56.3,4.2,Moderate,66.0,18.2,22.8,28.1,44.8,33.7,1,Statistics for DS
LRN00311,Data Scientist,Advanced,72.6,25.0,88.3,88.2,3.0,Slow,97.8,89.2,100.0,68.1,93.8,53.4,0,Feature Engineering
LRN00312,Data Scientist,Advanced,51.6,25.0,100.0,60.3,15.5,Fast,94.8,92.6,88.4,92.2,87.6,90.5,0,Advanced ML Projects
LRN00313,Data Analyst,Intermediate,11.2,6.0,76.4,78.2,18.4,Fast,85.1,60.1,64.3,71.0,71.0,56.0,0,Statistics for DS
LRN00314,Data Scientist,Intermediate,19.4,13.0,88.9,60.3,4.8,Slow,78.5,72.4,57.6,31.1,57.3,31.0,1,Statistics for DS
LRN00315,Data Scientist,Beginner,1.8,3.0,32.7,40.8,5.8,Moderate,71.4,75.1,35.6,40.6,35.8,11.9,1,ML Algorithms Intro
LRN00316,Data Scientist,Beginner,3.6,4.0,21.0,29.8,9.7,Moderate,65.3,74.8,45.9,55.9,36.5,53.4,1,ML Algorithms Intro
LRN00317,Data Scientist,Intermediate,22.6,6.0,64.8,69.6,8.2,Moderate,72.5,63.6,67.9,35.8,66.3,41.9,0,Statistics for DS
LRN00318,ML Engineer,Beginner,0.9,3.0,57.9,65.9,6.2,Moderate,44.3,34.5,48.5,29.2,37.7,44.1,1,Deep Learning Basics
LRN00319,Data Scientist,Beginner,3.3,5.0,55.5,56.4,4.2,Moderate,73.6,40.4,26.1,22.8,33.9,35.6,1,ML Algorithms Intro
LRN00320,MLOps Engineer,Beginner,2.8,5.0,63.2,67.5,9.2,Moderate,45.7,39.8,48.3,37.6,50.1,12.3,1,Python Foundations
LRN00321,MLOps Engineer,Beginner,3.8,5.0,7.0,30.3,5.3,Slow,57.4,18.4,34.3,33.5,58.6,17.1,1,Statistics for DS
LRN00322,Data Scientist,Intermediate,25.5,6.0,83.8,76.5,10.7,Moderate,68.6,54.6,86.9,52.6,76.4,61.1,0,Statistics for DS
LRN00323,Data Scientist,Intermediate,22.3,14.0,70.0,67.6,13.8,Fast,87.4,61.2,65.3,68.8,85.8,41.6,0,Statistics for DS
LRN00324,Data Scientist,Advanced,35.6,20.0,56.8,61.1,4.5,Slow,99.2,73.4,96.0,55.9,97.8,74.0,1,Statistics for DS
LRN00325,ML Engineer,Intermediate,26.4,13.0,75.9,67.3,4.9,Moderate,98.9,78.5,76.2,48.0,57.2,58.7,0,Deep Learning Basics
LRN00326,ML Engineer,Advanced,23.7,17.0,82.5,76.2,1.0,Slow,96.4,100.0,80.4,83.0,61.9,87.6,1,Feature Engineering
LRN00327,ML Engineer,Intermediate,10.4,4.0,70.7,77.1,16.1,Fast,65.3,66.3,79.9,55.5,53.6,57.8,0,Python Foundations
LRN00328,Data Scientist,Advanced,0.0,22.0,95.0,82.2,9.8,Moderate,65.3,78.6,100.0,57.4,56.4,53.4,0,Deep Learning Basics
LRN00329,ML Engineer,Intermediate,17.4,15.0,60.1,71.9,4.1,Moderate,55.1,67.1,66.8,67.3,61.4,34.0,0,Python Foundations
LRN00330,Data Scientist,Beginner,1.8,3.0,22.9,36.4,0.8,Slow,48.5,52.8,58.3,52.6,20.8,41.1,1,Python Foundations
LRN00331,ML Engineer,Advanced,50.4,29.0,77.9,71.8,7.9,Moderate,100.0,95.0,97.9,66.0,74.7,73.8,0,Deep Learning Basics
LRN00332,Data Analyst,Beginner,0.0,3.0,20.7,33.5,18.9,Fast,52.8,42.9,30.7,0.0,37.6,49.7,1,SQL for Analysts
LRN00333,ML Engineer,Beginner,2.0,3.0,54.7,64.2,6.6,Moderate,38.2,42.1,55.6,58.7,42.8,27.8,1,Python Foundations
LRN00334,MLOps Engineer,Beginner,3.7,4.0,66.0,66.7,9.4,Moderate,41.8,5.5,42.6,57.0,32.1,72.5,0,Python Foundations
LRN00335,Data Analyst,Beginner,1.5,3.0,26.4,39.7,9.7,Moderate,44.7,26.7,47.7,0.0,74.4,34.8,1,Statistics for DS
LRN00336,ML Engineer,Beginner,3.6,3.0,34.9,49.6,8.3,Moderate,40.0,9.7,29.8,45.7,37.5,40.6,1,ML Algorithms Intro
LRN00337,Data Analyst,Intermediate,13.0,20.0,51.8,53.0,9.8,Moderate,55.7,69.2,46.2,57.2,65.7,77.1,0,SQL for Analysts
LRN00338,ML Engineer,Advanced,41.3,26.0,73.2,64.5,5.0,Moderate,92.4,59.8,79.5,85.9,96.3,66.4,0,Statistics for DS
LRN00339,Data Analyst,Beginner,3.9,3.0,51.2,61.8,2.0,Slow,54.8,60.0,3.8,0.0,44.2,53.4,1,Statistics for DS
LRN00340,MLOps Engineer,Intermediate,26.6,12.0,58.4,59.5,13.3,Moderate,71.7,60.6,74.4,57.4,58.4,55.6,0,Python Foundations
LRN00341,Data Analyst,Beginner,3.1,3.0,54.8,60.4,20.5,Fast,10.2,35.8,22.3,0.0,49.2,56.0,1,Python Foundations
LRN00342,MLOps Engineer,Advanced,24.9,21.0,96.0,81.8,18.5,Fast,93.7,68.2,61.9,60.0,87.4,90.7,0,Deep Learning Basics
LRN00343,ML Engineer,Beginner,2.3,3.0,61.5,62.8,19.3,Fast,65.3,52.3,53.2,21.1,56.5,25.9,1,Deep Learning Basics
LRN00344,ML Engineer,Beginner,4.0,2.0,60.1,32.8,3.5,Moderate,64.9,30.3,58.9,67.1,46.9,81.5,1,ML Algorithms Intro
LRN00345,ML Engineer,Intermediate,8.8,11.0,85.8,78.3,6.2,Moderate,84.6,50.1,42.1,36.3,53.3,44.5,1,Deep Learning Basics
LRN00346,ML Engineer,Intermediate,16.4,8.0,87.0,76.0,8.1,Moderate,46.6,77.7,85.0,64.1,70.8,73.9,0,Python Foundations
LRN00347,MLOps Engineer,Intermediate,14.5,13.0,88.3,60.3,23.2,Moderate,66.7,59.2,61.7,60.5,50.3,58.5,0,Python Foundations
LRN00348,Data Scientist,Intermediate,17.1,15.0,62.6,60.5,8.1,Moderate,80.5,64.2,74.0,48.4,63.8,56.6,1,Statistics for DS
LRN00349,ML Engineer,Intermediate,8.9,11.0,53.7,45.3,11.2,Moderate,56.2,70.6,58.7,50.2,60.2,71.5,1,Deep Learning Basics
LRN00350,Data Analyst,Beginner,0.2,1.0,30.2,60.3,10.1,Moderate,60.1,41.8,10.0,18.0,77.4,24.9,1,Statistics for DS
LRN00351,ML Engineer,Beginner,3.8,4.0,28.5,41.5,17.1,Fast,60.7,58.0,38.3,41.4,18.0,32.5,1,ML Algorithms Intro
LRN00352,Data Analyst,Beginner,4.4,3.0,45.2,51.2,15.9,Fast,58.0,35.5,17.6,47.0,69.2,40.5,1,Statistics for DS
LRN00353,ML Engineer,Beginner,0.3,2.0,57.7,53.6,12.4,Fast,53.3,71.4,33.3,32.8,40.3,22.0,1,ML Algorithms Intro
